# Station: 40.1020N, -88.2272W
           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s            hPa             °C              %            m/s              °              m
---------------------------------------------------------------------------------------------------------
         1738.0         567.60         -19.41           3.29           28.9            268         4204.1
         1739.0         567.43         -19.39           3.31           28.9            268         4206.3
         1740.0         567.27         -19.38           3.35           29.0            268         4208.5
         1741.0         567.10         -19.42           3.35           29.0            268         4210.7
         1742.0         566.93         -19.42           3.41           29.0            268         4212.9
         1743.0         566.76         -19.42           3.37           29.1            268         4215.1
         1744.0         566.61         -19.39           3.25           29.1            268         4217.1
         1745.0         566.47         -19.38           3.32           29.2            268         4218.9
         1746.0         566.32         -19.41           3.43           29.2            268         4220.9
         1747.0         566.17         -19.40           3.36           29.3            268         4222.9
         1748.0         566.02         -19.39           3.38           29.3            268         4224.9
         1749.0         565.85         -19.38           3.34           29.4            268         4227.1
         1750.0         565.67         -19.36           3.47           29.4            268         4229.5
         1751.0         565.50         -19.32           3.62           29.4            268         4231.7
         1752.0         565.33         -19.36           3.69           29.5            268         4233.9
         1753.0         565.17         -19.39           3.78           29.5            268         4236.1
         1754.0         565.03         -19.40           3.89           29.6            268         4237.9
         1755.0         564.89         -19.35           3.95           29.7            268         4239.7
         1756.0         564.76         -19.35           3.95           29.7            268         4241.5
         1757.0         564.62         -19.34           4.03           29.8            268         4243.3
         1758.0         564.48         -19.31           4.11           29.8            268         4245.1
         1759.0         564.33         -19.31           4.30           29.9            268         4247.1
         1760.0         564.18         -19.36           4.39           29.9            268         4249.0
         1761.0         564.03         -19.37           4.42           30.0            268         4251.0
         1762.0         563.89         -19.39           4.42           30.1            268         4252.8
         1763.0         563.76         -19.44           4.37           30.1            268         4254.6
         1764.0         563.60         -19.40           4.48           30.2            268         4256.6
         1765.0         563.47         -19.43           4.62           30.3            268         4258.4
         1766.0         563.33         -19.39           4.57           30.3            268         4260.2
         1767.0         563.18         -19.36           4.76           30.4            268         4262.2
         1768.0         563.03         -19.30           4.82           30.5            267         4264.2
         1769.0         562.91         -19.27           4.93           30.5            267         4265.8
         1770.0         562.77         -19.33           4.95           30.6            267         4267.6
         1771.0         562.64         -19.37           5.04           30.7            267         4269.4
         1772.0         562.50         -19.37           5.12           30.7            267         4271.2
         1773.0         562.38         -19.35           5.24           30.8            267         4272.8
         1774.0         562.24         -19.34           5.39           30.9            267         4274.6
         1775.0         562.11         -19.39           5.41           30.9            267         4276.4
         1776.0         561.97         -19.36           5.49           31.0            267         4278.2
         1777.0         561.84         -19.35           5.64           31.1            267         4280.0
         1778.0         561.68         -19.32           5.76           31.1            267         4282.0
         1779.0         561.53         -19.33           5.80           31.2            267         4284.0
         1780.0         561.38         -19.31           5.96           31.3            267         4286.0
         1781.0         561.23         -19.31           6.19           31.3            267         4288.0
         1782.0         561.08         -19.28           6.32           31.4            267         4290.0
         1783.0         560.93         -19.29           6.33           31.5            267         4292.0
         1784.0         560.79         -19.28           6.40           31.5            267         4293.8
         1785.0         560.66         -19.24           6.52           31.6            267         4295.6
         1786.0         560.52         -19.21           6.67           31.6            267         4297.4
         1787.0         560.40         -19.15           6.92           31.7            267         4299.0
         1788.0         560.28         -19.08           7.13           31.8            267         4300.6
         1789.0         560.15         -19.12           7.24           31.8            267         4302.4
         1790.0         560.01         -19.12           7.44           31.9            266         4304.1
         1791.0         559.88         -19.14           7.72           31.9            266         4305.9
         1792.0         559.73         -19.09           7.92           32.0            266         4307.9
         1793.0         559.58         -19.10           8.17           32.0            266         4309.8
         1794.0         559.45         -19.12           8.49           32.1            266         4311.7
         1795.0         559.30         -19.11           8.86           32.1            266         4313.6
         1796.0         559.17         -19.10           9.07           32.2            266         4315.3
         1797.0         559.03         -19.10           9.38           32.2            266         4317.2
         1798.0         558.93         -19.09           9.72           32.3            266         4318.5
         1799.0         558.77         -19.06          10.09           32.3            266         4320.6
         1800.0         558.61         -19.03          10.43           32.3            266         4322.8
         1801.0         558.45         -19.08          10.49           32.4            266         4325.0
         1802.0         558.28         -19.07          10.57           32.4            266         4327.1
         1803.0         558.11         -19.07          10.63           32.5            266         4329.4
         1804.0         557.97         -19.06          10.74           32.5            266         4331.3
         1805.0         557.81         -19.05          10.80           32.5            266         4333.5
         1806.0         557.65         -19.07          10.78           32.6            266         4335.6
         1807.0         557.48         -19.09          10.67           32.6            265         4337.8
         1808.0         557.32         -19.11          10.68           32.6            265         4340.0
         1809.0         557.16         -19.13          10.67           32.7            265         4342.1
         1810.0         557.00         -19.15          10.64           32.7            265         4344.3
         1811.0         556.83         -19.16          10.66           32.7            265         4346.5
         1812.0         556.71         -19.18          10.70           32.7            265         4348.2
         1813.0         556.57         -19.22          10.76           32.8            265         4350.0
         1814.0         556.40         -19.23          10.83           32.8            265         4352.3
         1815.0         556.24         -19.30          10.76           32.8            265         4354.5
         1816.0         556.06         -19.28          10.71           32.8            265         4356.8
         1817.0         555.88         -19.24          10.62           32.8            265         4359.2
         1818.0         555.71         -19.24          10.57           32.8            265         4361.4
         1819.0         555.53         -19.24          10.68           32.9            265         4363.8
         1820.0         555.36         -19.25          10.65           32.9            265         4366.2
         1821.0         555.18         -19.25          10.66           32.9            265         4368.6
         1822.0         554.99         -19.25          10.60           32.9            265         4371.1
         1823.0         554.81         -19.29          10.79           32.9            265         4373.5
         1824.0         554.62         -19.32          10.66           32.9            265         4376.1
         1825.0         554.44         -19.36          10.66           32.9            264         4378.5
         1826.0         554.25         -19.36          10.67           32.9            264         4381.1
         1827.0         554.07         -19.41          10.70           32.9            264         4383.4
         1828.0         553.90         -19.47          10.93           32.9            264         4385.7
         1829.0         553.73         -19.42          10.79           32.9            264         4388.1
         1830.0         553.55         -19.43          10.70           32.9            264         4390.4
         1831.0         553.38         -19.44          10.60           33.0            264         4392.7
         1832.0         553.21         -19.45          10.57           33.0            264         4395.0
         1833.0         553.05         -19.45          10.48           33.0            264         4397.2
         1834.0         552.85         -19.46          10.43           33.0            264         4399.8
         1835.0         552.69         -19.45          10.39           33.0            264         4402.0
         1836.0         552.53         -19.48          10.36           33.0            264         4404.2
         1837.0         552.36         -19.45          10.59           33.0            264         4406.4
         1838.0         552.20         -19.50          10.40           33.0            264         4408.6
         1839.0         552.05         -19.51          10.30           33.0            264         4410.5
         1840.0         551.89         -19.46          10.17           33.1            264         4412.7
         1841.0         551.74         -19.49          10.07           33.1            264         4414.7
         1842.0         551.59         -19.43          10.13           33.1            264         4416.7
         1843.0         551.43         -19.38           9.91           33.1            264         4418.9
         1844.0         551.27         -19.33           9.77           33.1            264         4421.1
         1845.0         551.10         -19.30           9.76           33.1            264         4423.3
         1846.0         550.93         -19.20          10.10           33.1            264         4425.7
         1847.0         550.75         -19.21          10.15           33.2            264         4428.1
         1848.0         550.59         -19.21          10.18           33.2            264         4430.3
         1849.0         550.42         -19.21          10.14           33.2            264         4432.5
         1850.0         550.28         -19.25          10.33           33.2            264         4434.5
         1851.0         550.13         -19.26          10.34           33.2            264         4436.5
         1852.0         549.98         -19.29          10.43           33.2            264         4438.5
         1853.0         549.83         -19.30          10.50           33.2            264         4440.5
         1854.0         549.67         -19.32          10.57           33.3            264         4442.7
         1855.0         549.53         -19.33          10.63           33.3            264         4444.6
         1856.0         549.38         -19.34          10.75           33.3            264         4446.6
         1857.0         549.21         -19.35          10.93           33.3            264         4448.9
         1858.0         549.05         -19.33          11.17           33.3            264         4451.1
         1859.0         548.89         -19.32          11.46           33.3            264         4453.3
         1860.0         548.73         -19.42          11.55           33.4            264         4455.5
         1861.0         548.58         -19.39          11.68           33.4            264         4457.5
         1862.0         548.42         -19.42          11.82           33.4            264         4459.7
         1863.0         548.27         -19.42          11.96           33.4            264         4461.7
         1864.0         548.11         -19.42          12.06           33.4            264         4463.8
         1865.0         547.94         -19.45          12.07           33.4            264         4466.0
         1866.0         547.78         -19.47          12.15           33.5            264         4468.2
         1867.0         547.62         -19.49          12.21           33.5            264         4470.4
         1868.0         547.46         -19.51          12.23           33.5            264         4472.6
         1869.0         547.31         -19.55          12.29           33.5            264         4474.6
         1870.0         547.16         -19.52          12.24           33.5            264         4476.6
         1871.0         547.02         -19.60          12.39           33.5            264         4478.6
         1872.0         546.87         -19.58          12.66           33.6            264         4480.6
         1873.0         546.72         -19.58          12.89           33.6            264         4482.6
         1874.0         546.58         -19.61          12.99           33.6            264         4484.6
         1875.0         546.43         -19.64          13.11           33.6            264         4486.6
         1876.0         546.27         -19.61          13.26           33.6            264         4488.7
         1877.0         546.12         -19.66          13.41           33.6            264         4490.8
         1878.0         545.96         -19.68          13.51           33.7            264         4493.0
         1879.0         545.81         -19.69          13.52           33.7            264         4495.0
         1880.0         545.65         -19.71          13.62           33.7            264         4497.1
         1881.0         545.50         -19.72          13.70           33.7            264         4499.2
         1882.0         545.33         -19.73          13.73           33.7            264         4501.6
         1883.0         545.18         -19.73          13.69           33.7            264         4503.6
         1884.0         545.03         -19.76          13.59           33.8            264         4505.6
         1885.0         544.89         -19.80          13.48           33.8            264         4507.6
         1886.0         544.74         -19.84          13.46           33.8            264         4509.6
         1887.0         544.59         -19.86          13.52           33.8            264         4511.6
         1888.0         544.45         -19.86          13.38           33.8            264         4513.6
         1889.0         544.29         -19.85          13.34           33.8            264         4515.7
         1890.0         544.12         -19.81          13.36           33.8            264         4517.9
         1891.0         543.95         -19.87          13.48           33.9            264         4520.3
         1892.0         543.77         -19.87          13.37           33.9            264         4522.7
         1893.0         543.60         -19.93          13.34           33.9            264         4525.1
         1894.0         543.44         -19.98          13.41           33.9            264         4527.3
         1895.0         543.28         -19.99          13.33           33.9            264         4529.5
         1896.0         543.11         -20.04          13.40           33.9            264         4531.7
         1897.0         542.95         -20.04          13.30           33.9            264         4533.9
         1898.0         542.79         -20.05          13.31           33.9            264         4536.1
         1899.0         542.63         -20.08          13.29           33.9            264         4538.3
         1900.0         542.47         -20.06          13.49           33.9            264         4540.5
         1901.0         542.31         -20.04          13.38           33.9            264         4542.7
         1902.0         542.15         -20.03          13.33           33.9            264         4544.9
         1903.0         541.99         -20.00          13.32           33.9            264         4547.1
         1904.0         541.83         -20.06          13.40           33.9            264         4549.3
         1905.0         541.67         -20.11          13.57           33.9            264         4551.5
         1906.0         541.52         -20.16          13.40           33.9            264         4553.5
         1907.0         541.38         -20.16          13.33           33.9            264         4555.5
         1908.0         541.23         -20.17          13.51           34.0            264         4557.5
         1909.0         541.08         -20.22          13.31           34.0            264         4559.5
         1910.0         540.94         -20.26          13.37           34.0            264         4561.5
         1911.0         540.79         -20.26          13.17           34.0            264         4563.5
         1912.0         540.64         -20.26          13.13           34.0            264         4565.6
         1913.0         540.49         -20.27          13.27           34.0            264         4567.7
         1914.0         540.33         -20.32          13.71           34.0            264         4569.7
         1915.0         540.17         -20.36          13.59           34.0            263         4572.0
         1916.0         540.01         -20.39          13.17           34.0            263         4574.2
         1917.0         539.83         -20.36          13.33           34.0            263         4576.6
         1918.0         539.67         -20.39          13.83           34.0            263         4578.8
         1919.0         539.51         -20.42          13.61           34.0            263         4581.0
         1920.0         539.34         -20.47          13.44           34.0            263         4583.4
         1921.0         539.16         -20.50          13.50           34.0            263         4585.8
         1922.0         538.99         -20.54          13.79           34.0            263         4588.2
         1923.0         538.81         -20.48          13.75           34.0            263         4590.6
         1924.0         538.64         -20.47          13.88           34.0            263         4593.0
         1925.0         538.48         -20.53          13.89           34.0            263         4595.2
         1926.0         538.32         -20.56          14.10           34.0            263         4597.4
         1927.0         538.17         -20.61          14.11           34.0            263         4599.4
         1928.0         538.03         -20.62          14.12           34.0            263         4601.4
         1929.0         537.88         -20.64          14.18           34.0            263         4603.4
         1930.0         537.74         -20.65          14.44           34.0            263         4605.4
         1931.0         537.59         -20.64          14.70           34.0            263         4607.4
         1932.0         537.45         -20.67          14.69           34.0            263         4609.4
         1933.0         537.30         -20.70          14.64           34.0            263         4611.4
         1934.0         537.16         -20.70          14.23           34.0            263         4613.4
         1935.0         537.03         -20.80          14.10           34.0            263         4615.2
         1936.0         536.90         -20.81          14.55           34.0            263         4617.0
         1937.0         536.75         -20.81          14.35           34.0            263         4618.9
         1938.0         536.61         -20.81          14.10           34.0            263         4620.9
         1939.0         536.46         -20.81          14.41           34.0            263         4622.9
         1940.0         536.30         -20.82          14.85           34.0            263         4625.1
         1941.0         536.13         -20.83          14.52           34.0            263         4627.5
         1942.0         535.97         -20.87          14.55           34.0            262         4629.7
         1943.0         535.81         -20.83          14.36           34.0            262         4631.8
         1944.0         535.66         -20.85          14.26           34.0            262         4634.0
         1945.0         535.49         -20.88          14.47           34.0            262         4636.3
         1946.0         535.35         -20.90          14.79           34.0            262         4638.3
         1947.0         535.20         -20.93          14.26           34.0            262         4640.3
         1948.0         535.07         -20.97          14.24           34.0            262         4642.1
         1949.0         534.93         -20.92          14.48           34.0            262         4644.1
         1950.0         534.78         -20.87          14.27           34.0            262         4646.1
         1951.0         534.64         -20.87          14.50           34.0            262         4648.1
         1952.0         534.48         -20.87          14.13           34.0            262         4650.3
         1953.0         534.30         -20.89          14.28           34.0            262         4652.7
         1954.0         534.15         -20.97          14.79           34.0            262         4654.9
         1955.0         533.99         -20.96          14.55           34.0            262         4657.1
         1956.0         533.83         -20.99          14.18           34.0            262         4659.3
         1957.0         533.68         -20.97          14.26           34.0            262         4661.3
         1958.0         533.54         -21.01          14.58           34.0            262         4663.3
         1959.0         533.39         -21.08          14.10           34.0            262         4665.3
         1960.0         533.25         -21.08          14.43           34.0            262         4667.3
         1961.0         533.11         -21.12          14.24           34.0            262         4669.2
         1962.0         532.96         -21.08          14.04           34.0            262         4671.2
         1963.0         532.82         -21.12          14.39           34.0            262         4673.2
         1964.0         532.67         -21.13          14.34           34.0            262         4675.2
         1965.0         532.53         -21.09          14.15           34.0            262         4677.2
         1966.0         532.39         -21.08          14.20           34.0            262         4679.2
         1967.0         532.24         -21.09          14.48           34.0            262         4681.2
         1968.0         532.10         -21.13          14.38           34.0            262         4683.2
         1969.0         531.97         -21.14          14.65           34.0            262         4685.0
         1970.0         531.84         -21.14          14.00           34.0            262         4686.8
         1971.0         531.71         -21.11          14.00           34.0            261         4688.6
         1972.0         531.58         -21.14          14.39           34.0            261         4690.4
         1973.0         531.45         -21.15          14.33           34.1            261         4692.2
         1974.0         531.31         -21.19          14.01           34.1            261         4694.2
         1975.0         531.18         -21.20          14.04           34.1            261         4696.0
         1976.0         531.03         -21.18          14.32           34.1            261         4698.0
         1977.0         530.90         -21.17          13.95           34.1            261         4699.8
         1978.0         530.77         -21.21          13.98           34.1            261         4701.6
         1979.0         530.65         -21.23          13.62           34.1            261         4703.4
         1980.0         530.50         -21.26          13.62           34.1            261         4705.4
         1981.0         530.37         -21.29          14.09           34.1            261         4707.2
         1982.0         530.23         -21.32          13.76           34.1            261         4709.2
         1983.0         530.09         -21.33          13.27           34.1            261         4711.2
         1984.0         529.96         -21.29          12.70           34.1            261         4713.0
         1985.0         529.83         -21.31          13.42           34.1            261         4714.8
         1986.0         529.70         -21.30          13.48           34.1            261         4716.6
         1987.0         529.57         -21.30          13.48           34.1            261         4718.4
         1988.0         529.44         -21.31          12.93           34.1            261         4720.1
         1989.0         529.30         -21.32          12.83           34.2            261         4722.1
         1990.0         529.15         -21.33          13.34           34.2            261         4724.1
         1991.0         529.01         -21.35          13.23           34.2            261         4726.1
         1992.0         528.86         -21.34          12.78           34.2            261         4728.3
         1993.0         528.70         -21.34          12.68           34.2            262         4730.4
         1994.0         528.55         -21.35          12.77           34.2            262         4732.6
         1995.0         528.39         -21.37          12.68           34.2            262         4734.8
         1996.0         528.24         -21.42          12.75           34.2            262         4736.9
         1997.0         528.08         -21.37          12.88           34.2            262         4739.1
         1998.0         527.94         -21.35          12.80           34.2            262         4741.1
         1999.0         527.79         -21.33          12.76           34.2            262         4743.1
         2000.0         527.65         -21.34          12.76           34.2            262         4745.1
         2001.0         527.51         -21.34          12.87           34.3            262         4747.1
         2002.0         527.37         -21.41          12.82           34.3            262         4749.1
         2003.0         527.22         -21.40          12.76           34.3            262         4751.1
         2004.0         527.08         -21.39          12.92           34.3            262         4753.1
         2005.0         526.94         -21.47          12.71           34.3            262         4755.1
         2006.0         526.79         -21.49          12.40           34.3            262         4757.1
         2007.0         526.65         -21.50          12.50           34.3            262         4759.1
         2008.0         526.51         -21.52          12.94           34.3            262         4761.1
         2009.0         526.37         -21.54          12.97           34.3            262         4763.1
         2010.0         526.22         -21.59          12.73           34.3            262         4765.1
         2011.0         526.08         -21.57          12.42           34.3            262         4767.1
         2012.0         525.94         -21.55          12.46           34.3            262         4769.1
         2013.0         525.80         -21.57          12.70           34.3            262         4771.0
         2014.0         525.65         -21.60          12.70           34.4            262         4773.0
         2015.0         525.51         -21.62          12.71           34.4            262         4775.0
         2016.0         525.37         -21.64          12.72           34.4            262         4777.0
         2017.0         525.23         -21.66          12.73           34.4            262         4779.0
         2018.0         525.08         -21.69          12.77           34.4            262         4781.0
         2019.0         524.94         -21.71          12.75           34.4            262         4783.0
         2020.0         524.80         -21.70          12.41           34.4            262         4785.0
         2021.0         524.66         -21.70          12.56           34.4            262         4787.0
         2022.0         524.51         -21.70          13.02           34.4            262         4789.0
         2023.0         524.37         -21.70          12.73           34.4            262         4791.0
         2024.0         524.24         -21.73          12.64           34.4            262         4792.8
         2025.0         524.12         -21.75          12.68           34.4            262         4794.6
         2026.0         523.99         -21.70          12.91           34.4            262         4796.4
         2027.0         523.86         -21.75          13.00           34.5            262         4798.2
         2028.0         523.73         -21.76          13.09           34.5            262         4800.0
         2029.0         523.59         -21.76          12.44           34.5            262         4802.0
         2030.0         523.45         -21.81          12.49           34.5            262         4804.0
         2031.0         523.31         -21.85          13.10           34.5            262         4806.0
         2032.0         523.16         -21.87          12.74           34.5            262         4808.0
         2033.0         523.02         -21.85          12.54           34.5            262         4810.0
         2034.0         522.88         -21.81          12.47           34.5            262         4812.0
         2035.0         522.74         -21.90          13.17           34.5            262         4814.0
         2036.0         522.60         -21.86          13.06           34.5            262         4816.0
         2037.0         522.46         -21.91          13.09           34.5            262         4818.0
         2038.0         522.33         -21.91          12.70           34.5            262         4819.7
         2039.0         522.19         -21.89          12.52           34.6            262         4821.7
         2040.0         522.06         -21.89          12.90           34.6            262         4823.6
         2041.0         521.92         -21.91          12.71           34.6            262         4825.5
         2042.0         521.79         -21.93          12.69           34.6            262         4827.4
         2043.0         521.65         -21.95          12.67           34.6            262         4829.3
         2044.0         521.52         -21.97          12.65           34.6            261         4831.2
         2045.0         521.38         -21.99          12.63           34.6            261         4833.1
         2046.0         521.25         -22.01          12.61           34.6            261         4835.0
         2047.0         521.11         -22.03          12.55           34.7            261         4836.9
         2048.0         520.97         -22.05          12.66           34.7            261         4838.9
         2049.0         520.83         -22.07          12.70           34.7            261         4840.9
         2050.0         520.69         -22.08          12.72           34.7            261         4842.9
         2051.0         520.54         -22.03          12.62           34.7            261         4844.9
         2052.0         520.40         -22.07          12.35           34.7            261         4846.9
         2053.0         520.26         -22.08          12.93           34.8            261         4848.9
         2054.0         520.12         -22.13          12.69           34.8            261         4850.9
         2055.0         519.98         -22.14          13.08           34.8            261         4852.9
         2056.0         519.82         -22.16          12.38           34.8            261         4855.1
         2057.0         519.68         -22.13          12.18           34.8            261         4857.1
         2058.0         519.53         -22.19          13.02           34.9            261         4859.3
         2059.0         519.37         -22.22          12.83           34.9            261         4861.5
         2060.0         519.22         -22.23          12.52           34.9            261         4863.7
         2061.0         519.08         -22.20          12.36           34.9            261         4865.7
         2062.0         518.92         -22.24          12.91           34.9            261         4867.9
         2063.0         518.78         -22.27          12.46           35.0            261         4869.8
         2064.0         518.64         -22.29          13.15           35.0            261         4871.8
         2065.0         518.50         -22.30          12.54           35.0            261         4873.8
         2066.0         518.34         -22.29          11.87           35.0            261         4876.0
         2067.0         518.19         -22.30          12.73           35.1            261         4878.2
         2068.0         518.03         -22.35          12.90           35.1            261         4880.4
         2069.0         517.86         -22.38          12.71           35.1            261         4882.8
         2070.0         517.69         -22.41          12.07           35.1            261         4885.2
         2071.0         517.54         -22.37          12.15           35.2            261         4887.4
         2072.0         517.37         -22.43          12.75           35.2            261         4889.8
         2073.0         517.20         -22.42          12.65           35.2            261         4892.2
         2074.0         517.03         -22.44          11.82           35.3            261         4894.6
         2075.0         516.86         -22.43          11.79           35.3            261         4897.0
         2076.0         516.71         -22.41          12.68           35.3            261         4899.2
         2077.0         516.55         -22.39          12.48           35.3            261         4901.5
         2078.0         516.39         -22.42          12.22           35.4            261         4903.7
         2079.0         516.23         -22.40          12.19           35.4            261         4906.0
         2080.0         516.07         -22.37          12.13           35.4            261         4908.2
         2081.0         515.93         -22.35          12.23           35.4            261         4910.3
         2082.0         515.76         -22.41          12.20           35.5            261         4912.7
         2083.0         515.58         -22.42          11.65           35.5            261         4915.2
         2084.0         515.42         -22.42          11.81           35.5            261         4917.6
         2085.0         515.26         -22.42          12.55           35.5            261         4919.8
         2086.0         515.10         -22.42          12.34           35.6            261         4922.1
         2087.0         514.94         -22.45          12.05           35.6            261         4924.3
         2088.0         514.77         -22.47          11.99           35.6            261         4926.7
         2089.0         514.61         -22.50          11.71           35.6            261         4929.1
         2090.0         514.45         -22.53          12.16           35.7            261         4931.3
         2091.0         514.29         -22.49          12.02           35.7            261         4933.7
         2092.0         514.13         -22.50          11.60           35.7            261         4935.9
         2093.0         513.98         -22.50          11.27           35.7            261         4938.1
         2094.0         513.82         -22.45          12.12           35.8            261         4940.3
         2095.0         513.67         -22.49          11.95           35.8            261         4942.5
         2096.0         513.53         -22.54          11.80           35.8            261         4944.5
         2097.0         513.36         -22.58          11.24           35.8            261         4946.9
         2098.0         513.21         -22.59          11.08           35.9            261         4949.1
         2099.0         513.06         -22.54          11.60           35.9            261         4951.3
         2100.0         512.90         -22.48          11.78           35.9            261         4953.5
         2101.0         512.73         -22.58          11.50           35.9            261         4955.9
         2102.0         512.58         -22.63          11.20           35.9            261         4958.1
         2103.0         512.42         -22.67          11.50           36.0            261         4960.4
         2104.0         512.26         -22.67          11.12           36.0            261         4962.7
         2105.0         512.08         -22.66          11.37           36.0            260         4965.2
         2106.0         511.92         -22.65          10.81           36.0            260         4967.5
         2107.0         511.75         -22.70          10.46           36.0            260         4969.9
         2108.0         511.59         -22.71          11.38           36.0            260         4972.3
         2109.0         511.42         -22.73          11.10           36.0            260         4974.7
         2110.0         511.24         -22.74          11.08           36.1            260         4977.2
         2111.0         511.08         -22.76          11.06           36.1            260         4979.6
         2112.0         510.90         -22.78          11.03           36.1            260         4982.2
         2113.0         510.78         -22.79          10.97           36.1            260         4983.9
         2114.0         510.59         -22.81          11.03           36.1            260         4986.6
         2115.0         510.40         -22.77          11.16           36.1            260         4989.3
         2116.0         510.21         -22.81          11.30           36.1            260         4992.0
         2117.0         510.03         -22.84          11.37           36.2            260         4994.6
         2118.0         509.87         -22.89          11.17           36.2            260         4996.9
         2119.0         509.70         -22.92          11.34           36.2            260         4999.3
         2120.0         509.55         -22.94          11.03           36.2            260         5001.6
         2121.0         509.40         -22.96          10.82           36.2            260         5003.7
         2122.0         509.26         -22.97          10.89           36.2            260         5005.7
         2123.0         509.10         -22.98          10.82           36.2            260         5008.0
         2124.0         508.95         -23.00          10.90           36.2            260         5010.2
         2125.0         508.80         -23.03          10.64           36.2            260         5012.4
         2126.0         508.63         -23.08          11.51           36.2            259         5014.8
         2127.0         508.48         -23.07          10.86           36.3            259         5016.9
         2128.0         508.33         -23.13          10.80           36.3            259         5019.1
         2129.0         508.17         -23.11          10.68           36.3            259         5021.3
         2130.0         508.02         -23.11          11.37           36.3            259         5023.5
         2131.0         507.87         -23.13          11.21           36.3            259         5025.7
         2132.0         507.72         -23.13          11.13           36.3            259         5027.8
         2133.0         507.57         -23.15          11.09           36.3            259         5030.0
         2134.0         507.42         -23.17          11.18           36.3            259         5032.2
         2135.0         507.25         -23.23          11.45           36.3            259         5034.6
         2136.0         507.09         -23.24          11.08           36.3            259         5036.9
         2137.0         506.94         -23.23          11.00           36.3            259         5039.1
         2138.0         506.79         -23.28          10.75           36.3            259         5041.3
         2139.0         506.64         -23.28          11.26           36.3            259         5043.5
         2140.0         506.49         -23.28          11.07           36.3            259         5045.7
         2141.0         506.33         -23.34          11.23           36.3            258         5047.9
         2142.0         506.18         -23.33          11.01           36.3            258         5050.1
         2143.0         506.03         -23.29          10.70           36.3            258         5052.3
         2144.0         505.88         -23.31          11.07           36.4            258         5054.5
         2145.0         505.72         -23.32          11.08           36.4            258         5056.8
         2146.0         505.56         -23.34          11.08           36.4            258         5059.1
         2147.0         505.40         -23.35          11.19           36.4            258         5061.4
         2148.0         505.25         -23.37          11.16           36.4            258         5063.6
         2149.0         505.12         -23.38          11.19           36.4            258         5065.5
         2150.0         504.95         -23.37          10.49           36.4            258         5067.9
         2151.0         504.78         -23.35          10.21           36.4            258         5070.3
         2152.0         504.62         -23.35           9.80           36.4            258         5072.7
         2153.0         504.44         -23.31          10.42           36.4            258         5075.2
         2154.0         504.28         -23.34          10.06           36.4            258         5077.6
         2155.0         504.10         -23.30           9.66           36.4            258         5080.2
         2156.0         503.93         -23.31           9.44           36.4            258         5082.6
         2157.0         503.76         -23.28           9.61           36.4            258         5085.2
         2158.0         503.59         -23.27          10.41           36.5            258         5087.6
